planning_room_id,planning_room_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std
1100311,Karl-Marx-Allee,1714,1561,1437,15,103,50,745,46,605.068253968254,551.0,229.35147393083923,531.9090909090909,517.0,109.70365039090956,487.0422535211268,422.0,177.6924660047496,686.0384615384615,659.5,153.96132439865997,698.1363749999999,686.863,108.46892486018504,849.3421052631579,677.0,409.5726366173873
1100312,Heine-Viertel West,1296,1170,1068,11,78,48,560,30,612.3098739495798,572.0,200.99249947341016,501.5,482.5,52.31369058116834,567.2678571428571,547.0,117.91021099609169,679.8363636363637,671.0,125.05787750986632,798.4611428571429,761.627,216.52682981780706,839.7941176470588,773.0,408.3751824747913
1100313,Heine-Viertel Ost,1258,1162,1056,14,63,33,607,20,590.7550371155885,536.0,208.74411242717295,491.8333333333333,483.0,55.988364592091536,529.7027027027027,513.0,115.32077601794649,647.025,619.5,146.07417987324467,691.0889047619048,638.92,198.86305123046483,834.6153846153846,799.5,343.274359884111
1100414,Nordbahnhof,541,483,427,5,38,20,201,8,635.3860103626943,581.5,232.9676053755779,459.0,429.0,106.08487168300671,518.3793103448276,504.0,114.29236125990458,699.4193548387096,678.0,115.0610777496162,755.9077,713.298,160.61811580132135,993.5625,748.0,547.4897830096922
1100415,Invalidenstraße,1233,1116,1034,12,63,54,545,25,607.9462719298245,559.5,215.42366897356837,450.44444444444446,450.0,100.11632123573946,541.0816326530612,550.0,136.62674773732599,677.9333333333333,632.0,158.33500158610767,696.700142857143,686.447,168.74572489963936,877.0,722.0,384.9486167009826
1100416,Arkonaplatz,984,879,817,6,36,69,369,9,630.3464788732394,588.0,229.50973308944586,400.8333333333333,407.0,77.3754913823923,526.8461538461538,519.0,132.972987424572,589.304347826087,569.0,167.38807244967896,706.6116666666668,753.363,108.70735823301017,869.1428571428571,646.0,448.53258409127494
1200517,Huttenkiez,899,776,716,5,59,63,320,22,648.8084772370487,600.0,228.1862537621644,465.75,476.5,70.8396075652597,613.0,583.0,229.78317538999173,689.2325581395348,687.0,131.04721744639585,831.4177307692308,725.8879999999999,343.9412383625503,723.5116279069767,661.0,326.34493671377135
1200518,Beusselkiez,728,669,600,8,26,33,266,8,629.1797323135755,593.0,204.32745067174034,525.2857142857143,523.0,101.55739639191606,602.8666666666667,595.0,173.878802892239,712.8,686.0,114.2304687900737,721.9093333333334,688.624,88.11611124533356,756.0,677.0,259.0433168410256
1200519,Emdener Straße,1003,911,827,14,40,52,307,11,668.2356241234222,629.0,222.06633794485964,457.09090909090907,437.0,55.610169115827276,624.3636363636364,618.5,145.68705712834827,761.5416666666666,762.0,150.67355417436806,715.7371818181817,688.357,61.268519952448976,850.78125,702.0,369.8120476740025
1200520,Bremer Straße,1081,992,917,10,43,45,362,8,656.5502512562814,617.0,223.39238961026805,577.7142857142857,571.0,138.2795649951145,620.695652173913,585.0,171.76687022679863,795.8,759.0,185.67532500520764,837.9481818181819,866.813,148.9013720754904,823.0833333333334,735.5,334.8888408327242
1200521,Zwinglistraße,572,538,479,8,7,27,211,3,630.0288461538462,595.5,236.52341209085236,424.8,419.0,76.2705709956337,560.6,558.0,115.28139485623862,605.2,639.0,72.08467243457515,702.0219999999999,712.017,139.59013353743882,714.8235294117648,603.0,366.1096549010484
1200522,Elberfelder Straße,1403,1323,1198,19,35,45,561,7,606.924927815207,580.0,211.65411978129458,448.75,397.5,206.02669729916073,595.7647058823529,597.0,131.96378736786312,673.85,647.0,179.21386077738754,761.1271111111112,716.994,187.06789076057683,725.5151515151515,594.0,347.8734612984404
1200623,Stephankiez,1438,1348,1219,10,40,50,518,11,662.6559337626495,612.0,230.6841839903706,493.75,482.5,110.51276590770603,553.0,545.5,83.53338306902529,698.551724137931,646.0,124.5307151460166,723.6168461538463,651.536,151.0522583704318,1022.7692307692307,1045.0,381.8423800979488
1200624,Heidestraße,750,657,591,8,58,35,283,23,621.275390625,579.5,224.24838658145833,467.4,439.0,136.99379547994135,561.6938775510204,542.0,109.7814503308036,711.7906976744187,692.0,133.34712276424136,791.0438666666665,780.5965,122.05108762818539,836.25,729.5,395.23304189731834
1200625,Lübecker Straße,1016,951,858,18,38,27,360,12,659.5099075297226,610.0,221.73837954345566,529.2142857142857,522.5,116.06111027679047,556.6129032258065,510.0,103.46099987253001,634.0,598.0,117.59846937779416,732.9469230769232,722.11,143.6521254724189,811.8,689.0,358.9932682748614
1200626,Thomasiusstraße,1074,998,938,4,38,38,398,9,650.2027027027027,605.0,214.47008282194219,457.6666666666667,454.0,75.56674753708363,595.0370370370371,562.0,130.75210881708168,716.3333333333334,655.0,196.43349420874952,812.5509000000001,775.918,253.44699775712476,798.5862068965517,700.0,308.1523877705152
1200627,Zillesiedlung,788,755,673,13,19,14,300,4,648.9571183533448,595.0,232.6014316229727,501.55555555555554,483.0,76.34806990211199,596.8333333333334,559.0,157.9837928012832,766.8,721.5,210.84949872150779,663.6814999999999,640.3465,112.84494106073166,739.3,700.5,279.29596010922415
1200628,Lüneburger Straße,3331,3066,2934,27,194,71,1419,96,615.4076086956521,568.0,246.23140431358595,452.85714285714283,456.0,108.39431983009335,498.5855263157895,444.5,135.38341158907167,733.9724137931034,732.0,160.99331183604704,802.5731239669416,783.32,156.05645127151743,756.8333333333334,695.0,290.23814229918673
1200629,Hansaviertel,799,728,658,7,41,30,259,13,662.8971119133574,614.0,234.69369493815418,528.3333333333334,591.0,126.25899307904106,553.9583333333334,531.5,168.2277129541893,672.6666666666666,620.0,145.69046003403085,713.9563846153846,693.264,81.66664988592186,736.4074074074074,612.0,315.2362068304751
1300730,Drontheimer Straße,1529,1171,1078,17,45,51,408,8,666.2928647497338,623.0,221.21155168605821,531.25,499.0,241.4302553157292,571.2333333333333,561.0,101.31503729264081,745.625,753.5,111.17155270317484,782.329,721.415,226.55151638963804,957.125,997.0,377.82441909790145
1300731,Koloniestraße,1116,1035,900,9,21,60,266,4,699.6030150753769,665.0,210.85894582616848,560.6,549.0,68.04630776170005,627.7,580.0,141.84189163368563,791.3333333333334,709.0,157.23310720074193,741.1502,667.86,193.76789451867413,1047.0,982.0,343.85053508201855
1300732,Soldiner Straße,1112,1013,893,15,49,50,282,11,697.8988902589396,665.0,223.29667943825228,578.9166666666666,607.0,125.04432547434263,623.8108108108108,638.0,104.40142555376175,756.75,743.5,104.68662914900185,742.5466923076922,705.42,117.76044096624344,1033.1818181818182,876.0,433.7264730323604
1300733,Gesundbrunnen,1603,1464,1355,16,67,72,572,14,654.2848837209302,611.0,233.69725441391378,467.46153846153845,472.0,76.4227446342769,573.9545454545455,545.5,117.75989654662705,716.2978723404256,698.0,110.56021670164087,821.3051500000001,759.373,200.86217179875644,961.574074074074,809.5,447.463737409297
1300834,Brunnenstraße,2277,2087,1912,25,114,76,873,17,633.4205495818399,589.5,221.44765502703368,477.45,475.5,122.48500445274709,531.560606060606,538.0,110.59546920583051,701.328125,653.0,191.525128252102,797.3056666666668,767.22,170.55976809794035,891.3818181818182,681.0,441.7233293174582
1300835,Humboldthain Süd,1687,1557,1389,16,70,59,660,17,633.0863309352518,587.0,214.8385154971221,487.7692307692308,435.0,153.76451359473563,572.3461538461538,526.0,174.7291331888219,695.2826086956521,656.5,164.4487982515434,823.9637272727273,813.967,162.6149126463182,1022.6744186046511,823.0,476.52490670579175
1300836,Humboldthain Nordwest,2414,2163,1964,23,126,124,1031,25,588.7957051654091,541.0,239.6143825316806,424.5263157894737,400.0,91.33112431699199,574.0,523.0,195.61524466069093,751.8450704225352,716.0,173.29847480058575,798.7013437500001,820.52,127.30434465069345,848.7272727272727,671.0,433.9330762419152
1400937,Afrikanische Straße,1675,1560,1410,11,54,60,552,17,662.3234375,630.0,218.08432082687636,438.6666666666667,414.5,59.78517095958384,598.4545454545455,612.0,111.93890379049715,739.7586206896551,758.0,131.28041284985952,802.2559473684211,819.444,92.18926097826852,965.0697674418604,917.0,300.923134889708
1400938,Kameruner Straße,2762,1325,1210,24,59,86,543,12,633.4816556914393,596.0,222.78766586266167,482.4,488.0,112.12652627606387,587.8461538461538,549.0,156.3775018246649,802.2682926829268,773.0,166.76106026141773,818.5000555555555,791.5335,159.87572965697348,866.1142857142858,830.0,341.10564230638363
1400939,Glasgower Straße,818,750,701,14,27,41,361,12,602.4181523500811,560.0,217.9975430156642,451.09090909090907,497.0,116.27162555452173,619.8235294117648,526.0,244.92020008926315,759.6470588235294,754.0,223.92184495278443,868.325076923077,819.916,340.4427459486792,783.6,700.5,269.3233667212501
1400940,Schillerpark,1077,1026,915,17,25,26,448,5,626.129854368932,577.5,221.2638202137445,445.0,438.0,112.9566288448801,632.6923076923077,585.0,181.60689442464488,848.4166666666666,832.0,190.42939914993707,795.1618333333332,791.287,121.37499100295193,912.8947368421053,869.0,328.42670326148067
1400941,Londoner Straße,578,557,492,8,9,12,195,2,679.1300448430493,629.0,223.2769553282921,480.0,479.0,72.20209731817252,538.5,554.5,72.27032586061861,763.5714285714286,819.0,129.51043348299157,732.5765,732.5765,87.14313260664896,684.2,680.0,239.85727237486697
1400942,Westliche Müllerstraße,1197,1080,999,14,45,72,533,12,606.1174458380843,561.0,217.00488942758392,471.90909090909093,461.0,132.47449154116768,607.516129032258,631.0,112.54032491148581,716.5714285714286,726.5,112.84516713635435,793.5206666666667,793.57,131.35603555586007,939.0,891.0,335.1570665512802
1401043,Antonstraße,1147,1074,979,13,28,45,508,8,619.1126436781609,561.0,245.3005881589275,439.3333333333333,412.0,128.71415358589488,513.7857142857143,473.5,148.06556685439085,660.6153846153846,697.0,126.40578735533859,714.639125,699.7764999999999,80.86425380040569,833.8974358974359,725.0,369.96335486183057
1401044,Uferstraße,1259,1166,1038,12,39,53,493,6,625.1648936170212,586.0,222.78280047844729,428.5,409.5,94.68456403589059,614.952380952381,596.0,158.93441294775533,718.0,716.0,164.1992691822957,802.4098749999999,805.645,87.149207845654,994.4634146341464,1012.0,403.0256255848365
1401045,Schwedenstraße,1056,973,891,16,35,48,406,9,644.9861286254729,597.0,233.35107304700898,528.5714285714286,510.5,145.81005256350275,586.9473684210526,558.0,158.3643736886588,753.2608695652174,710.0,184.68184371835116,788.5822727272728,750.92,246.5334027904093,855.3428571428572,863.0,342.1982520374395
1401046,Nordufer,844,773,688,13,37,34,318,4,630.3552631578947,588.5,199.7016360270769,483.7,482.0,35.565432655880905,601.1666666666666,565.5,161.3991216537074,786.8095238095239,758.0,166.94957892957353,753.2669999999999,699.621,211.91965361240094,952.125,827.5,371.5041473816129
1401047,Sparrplatz,976,914,839,9,24,38,451,4,596.1139410187668,544.0,228.01571038247795,383.3333333333333,437.5,102.43567087038902,593.5714285714286,572.5,122.24421602533327,689.8461538461538,704.0,115.35441485110583,672.4907499999999,702.9884999999999,126.87496543020875,746.1481481481482,730.0,306.7679784341785
1401048,Leopoldplatz,1414,1292,1183,21,64,58,569,19,630.0724499523355,578.0,220.86539650191912,508.8333333333333,483.0,76.9744152693647,643.1190476190476,559.5,188.36889111669754,819.3055555555555,817.5,185.9769293594457,806.7650399999999,814.167,159.4670589963854,962.6739130434783,968.0,374.69158009386433
1401049,Schulstraße,1641,1327,1178,33,42,36,572,13,618.7947725072604,571.0,208.09001874880838,457.9230769230769,449.5,79.35838863128362,549.2142857142857,528.0,112.77521304457234,770.08,750.0,206.30921776143043,786.5154285714286,753.8255,171.42306796690698,970.6774193548387,911.0,407.38052539746946
2100101,Askanischer Platz,1306,1163,1061,14,81,62,486,23,631.8957446808511,593.0,209.6033014168278,501.5,506.0,146.41193443655658,580.6379310344828,565.0,112.4497077880116,727.3018867924528,719.0,125.68161619830366,814.6286666666667,809.4,86.26119197574843,915.5333333333333,829.0,359.1490321199923
2100102,Mehringplatz,1522,1336,1210,12,111,75,601,26,610.0253283302064,578.0,195.49036049896222,498.75,487.5,119.26291484423336,578.4615384615385,545.0,160.1095671853294,705.2317073170732,704.5,127.05887609521795,791.1172812499997,756.5985000000001,144.57748432526265,724.125,667.5,270.2019526911219
2100103,Am Berlin Museum,639,579,520,3,32,28,310,16,580.0980810234541,539.0,202.20191465755576,431.0,405.0,123.07721153812349,565.3846153846154,539.0,114.58903155994534,701.6818181818181,654.5,144.89582016503687,763.3563529411765,783.55,108.33454161527914,759.952380952381,707.0,254.26432628083634
2100104,Moritzplatz,992,915,836,8,41,35,454,8,595.5802469135803,543.0,221.0304773486496,568.6666666666666,511.0,181.78412105205084,519.6666666666666,510.0,133.01166928757291,703.7857142857143,670.5,160.2679139216713,804.6845999999999,775.577,220.0339589837088,716.6428571428571,610.0,318.96803674601705
2100105,Prinzenstraße,1259,1164,1040,14,47,48,633,7,566.0478723404256,513.0,205.5449466061874,378.7,369.0,104.45738099552584,534.5384615384615,477.5,174.8384925053361,701.578947368421,697.0,176.994763196063,665.928375,630.3735,159.08135334829473,668.1538461538462,585.0,297.0313237479331
2100106,Wassertorplatz,1219,1131,1072,14,39,48,632,8,554.1773127753304,497.5,209.3142119119401,383.6666666666667,356.0,101.18053172424031,522.6111111111111,479.0,128.5535543649777,606.6153846153846,562.0,150.9357139433532,679.028625,619.188,158.0550005815674,755.475,602.5,423.83396528381866
2200207,Gleisdreieck,420,347,327,2,59,14,103,26,695.5406360424029,656.0,227.10375267178694,545.0,545.0,42.42640687119285,617.8541666666666,596.0,132.4521574940276,687.6842105263158,694.5,120.13080826876106,781.2083571428573,771.515,79.53578987927116,802.6666666666666,731.5,273.8796462062499
2200208,Rathaus Yorckstraße,1043,963,907,15,38,42,482,11,603.1055979643766,555.5,222.92110579331262,382.125,387.5,116.55953414457352,543.0952380952381,534.0,116.4078626046818,725.875,703.0,85.42277213951793,762.9050000000001,723.7365,96.64229699351014,775.0357142857143,694.5,280.7841509380282
2200209,Viktoriapark,948,829,757,7,47,72,403,10,607.3363095238095,568.0,192.9152999553221,452.5,461.5,97.39147806661525,609.4642857142857,608.5,122.98855175354274,677.8214285714286,687.5,139.62013374163394,733.2386666666666,761.588,149.81098884948528,880.9814814814815,821.5,312.02022737653306
2200210,Urbanstraße,1326,1182,1083,18,67,76,581,9,574.9807692307693,522.5,223.93305830770964,405.42857142857144,397.5,66.66646520116079,559.7291666666666,494.5,169.46169335334872,732.9230769230769,773.5,131.14691702878054,787.2476,791.583,95.11791107906251,776.0344827586207,617.0,467.7913377053747
2200211,Chamissokiez,1500,1367,1261,17,66,67,636,22,615.1096374889478,577.0,214.14658862636819,494.2857142857143,497.5,114.91363216408598,594.6170212765958,560.0,158.53233838139602,729.5238095238095,738.0,134.932184971678,804.4556000000001,761.733,203.68414529261563,807.4047619047619,728.5,371.93994135716486
2200212,Graefekiez Süd,927,822,764,11,65,40,365,10,627.6113602391629,573.0,251.67210559183385,464.57142857142856,445.0,91.32516473724925,504.86842105263156,479.5,100.12618283611654,698.1818181818181,659.0,166.27791891994056,815.7420833333335,769.4169999999999,192.26890363023932,988.8214285714286,747.0,493.13457359219666
2200213,Graefekiez Nord,1921,1298,1197,25,92,68,603,7,611.3382066276803,555.0,228.18606366521286,468.4117647058824,436.0,96.93429399826039,530.1454545454545,473.0,187.0727149356653,721.8461538461538,708.5,182.4386423436964,770.4003749999999,733.7665,166.51366358602314,855.6666666666666,708.0,406.3323298288619
2300314,Oranienplatz,1449,1337,1260,14,57,55,748,10,560.866976744186,498.0,217.45100687027454,372.625,350.5,83.99819300777504,506.70588235294116,495.0,110.25357258329402,687.9,674.0,176.96295150933867,808.4862500000002,809.7180000000001,166.68652391740213,961.5952380952381,802.0,446.85251888660963
2300315,Lausitzer Platz,1132,1059,978,6,38,35,565,5,559.4235860409145,498.0,220.32841013019257,419.2,407.0,95.98802008584197,586.8333333333334,475.5,229.46132571742893,786.5333333333333,683.0,377.3406696241222,796.7751428571429,738.087,182.55540142965597,892.4090909090909,997.5,401.90707989011696
2300316,Köpenicker Straße,847,783,723,11,33,31,445,4,561.392464678179,520.0,206.73974875846812,438.7,452.0,113.23824442298636,718.3,616.5,288.965222821017,612.3636363636364,590.0,139.4340508823241,741.8886,693.47,188.21134812438908,799.3333333333334,695.0,396.07377258956865
2300417,Reichenberger Straße West,1022,950,882,17,35,35,514,6,558.7150395778364,495.5,236.7476638509914,353.85714285714283,335.5,105.25343564124505,449.6666666666667,416.5,101.25506523277795,714.3076923076923,740.0,157.31358524477184,675.1575,644.898,110.02084455547502,782.6785714285714,746.5,245.28532947802415
2300418,Reichenberger Straße Ost,897,808,750,10,42,47,407,4,586.8125,517.0,240.39294091276605,440.42857142857144,403.0,114.07871133981301,599.1764705882352,483.0,321.6234668238073,698.5833333333334,715.5,202.03485672856883,817.4938,810.52,123.51700477545589,850.7142857142857,851.5,364.3195440252007
2300419,Wrangelkiez,1335,1249,1158,11,35,51,594,1,608.1151515151515,553.5,222.82644988233798,496.4,511.5,216.98397278242567,565.8181818181819,537.0,169.9963635974712,720.9166666666666,680.5,184.703427311477,806.608,806.608,306.4996769459961,887.3513513513514,733.0,401.91432311267926
2400520,Barnimkiez,1631,1026,927,19,55,50,430,18,617.8004926108374,584.5,215.507355033975,487.94444444444446,444.0,151.80268625935298,559.1142857142858,535.0,113.19212491537185,696.4375,676.5,123.42502948440323,736.2851499999998,695.5564999999999,138.24659202053448,979.6052631578947,943.5,352.75246197724823
2400521,Friedenstraße,1116,1041,970,15,23,52,526,10,590.4145199063232,542.0,225.15501826702504,446.90909090909093,454.0,107.46111347408844,560.1818181818181,526.0,103.62993600482264,675.3076923076923,680.0,134.77845068567441,719.1989,737.8135,93.28150428967388,906.4705882352941,832.5,440.43182909325634
2400522,Richard-Sorge-Viertel,1187,1097,1009,14,45,45,472,6,618.2779043280182,581.0,215.09766070074457,480.3333333333333,447.5,152.6816851154616,625.8260869565217,616.0,196.02844231801785,738.6086956521739,745.0,128.73360059032223,758.4511666666667,775.032,47.83169324795713,806.4814814814815,683.0,351.7858144656479
2400623,Andreasviertel,3142,2926,2744,37,129,86,1524,43,582.0357443229605,537.0,208.67519690821752,439.9655172413793,444.0,97.27629382280905,492.65,470.0,131.48153838736778,639.2962962962963,609.0,177.11814167699228,737.061254901961,666.617,208.21112569263377,886.5873015873016,700.0,470.85548892314375
2400624,Weberwiese,1465,1366,1235,13,51,48,658,12,596.6204710144928,545.5,254.2149667102745,381.0,348.5,111.08555261599052,457.2142857142857,414.0,134.77865452023815,694.1333333333333,699.0,163.37575334672275,733.2616428571428,709.2315,154.12237628067217,823.6060606060606,760.0,409.21074486396515
2400625,Wriezener Bahnhof,1097,986,962,10,86,25,498,41,585.4355828220858,547.0,217.03120386191492,406.0,436.0,69.69576744681129,532.1538461538462,499.0,129.80047558286705,716.171875,645.5,188.6275876309619,844.8829454545454,775.244,316.20659811944904,1074.4666666666667,1103.0,452.9457341616522
2500726,Hausburgviertel,760,663,604,6,35,62,266,7,627.6564299424184,596.0,207.3589024491654,446.8333333333333,427.0,134.7240389339136,621.7777777777778,643.0,113.52716987864005,734.6086956521739,753.0,153.1721370135974,715.8592857142858,686.543,78.33985428399836,861.609756097561,772.0,324.69684923392623
2500727,Forckenbeckplatz,683,610,550,7,27,45,272,3,614.4173553719008,575.0,213.69347687380602,411.25,410.5,55.05376160324258,568.1538461538462,537.0,205.64485817133308,745.9090909090909,715.0,140.46313007010383,753.053,736.085,216.68956091914845,826.1666666666666,680.5,346.4923417005676
2500728,Samariterviertel,868,791,726,6,41,36,345,10,630.4857594936709,583.0,214.2238260731645,492.3333333333333,526.0,101.76607162180004,580.5384615384615,553.5,109.32382385161279,734.7407407407408,687.0,212.714975891828,821.8820769230769,748.02,256.7620837258562,1056.4761904761904,1061.0,416.6799274080309
2500729,Pettenkofer Straße,846,791,737,7,34,21,332,7,649.2713414634146,599.0,207.85693737298158,444.42857142857144,470.0,76.43266566692792,575.8823529411765,542.0,86.74523211172847,764.8947368421053,776.0,151.84271640851196,836.7405454545456,812.403,204.77581255576234,1048.6923076923076,904.0,438.6284275282411
2500830,Niederbarnimstraße,443,410,384,2,15,18,199,2,600.9674556213017,577.0,199.14334817336183,368.0,368.0,,344.25,312.0,180.87818184255022,669.4,694.0,116.0185330022751,670.617,670.617,268.54077071833984,1065.0,1313.0,489.52037751251993
2500831,Wismarplatz,690,628,577,5,33,28,283,3,624.0362595419847,583.5,211.7798936351695,398.0,434.5,113.06930028379351,634.7894736842105,598.0,191.09206011395787,716.7,686.0,132.2808415932994,776.8623333333334,779.564,20.025650659425096,974.4285714285714,864.0,363.01178650679816
2500832,Traveplatz,787,711,635,4,33,43,289,5,634.4389380530973,595.0,200.5763731346819,455.5,455.5,137.88582233137677,608.6666666666666,573.0,126.17261751966909,721.9047619047619,655.0,153.86906926406772,791.2064,799.393,91.22392740010703,1122.5588235294117,1134.0,450.45271444413464
2500833,Boxhagener Platz,877,794,743,6,43,40,362,9,596.1402936378466,557.0,217.97971638692164,335.0,335.0,14.142135623730951,566.84,465.0,241.52133791171883,726.1538461538462,645.5,279.24035414784765,719.6159090909091,641.037,168.14505614525487,844.12,651.0,445.3778657873933
2500834,Revaler Straße,1276,1181,1108,9,51,44,555,9,601.2921465968586,564.0,209.69488539118882,425.0,422.0,79.73205127174391,555.7391304347826,495.0,136.39488706469646,729.6086956521739,749.0,243.09813565165868,782.5880000000001,754.0915,135.66122383549936,931.46875,725.5,448.6740309943397
2500835,Stralauer Kiez,1953,1814,1745,11,60,78,823,9,624.7660702451955,580.0,221.55220810674348,533.5555555555555,537.0,78.57657270317775,531.6451612903226,541.0,117.05541376832221,741.2758620689655,712.0,177.46868869741584,798.2475833333333,739.4755,197.33102825154134,879.8260869565217,698.5,387.9411355317726
2500836,Stralauer Halbinsel,444,404,373,8,15,25,95,3,698.772585669782,665.0,181.52655107753773,551.1428571428571,546.0,127.46297314832071,654.0909090909091,620.0,76.66088252225452,865.6363636363636,874.0,172.76821045972127,867.0521999999999,885.9,79.9112571181307,1140.4545454545455,974.0,356.44504867829585
3100101,Bucher Forst,813,723,625,5,39,51,117,3,792.2731092436975,719.0,277.6895369626353,777.6666666666666,733.0,202.72477237213346,808.7142857142857,785.0,183.6075006248772,814.5333333333333,823.0,166.87029465454668,1000.3536666666668,1044.676,157.8754595551506,821.6153846153846,874.0,327.91857181866015
3100102,Klinikum Buch,834,544,487,5,31,28,183,4,707.8860103626943,610.0,308.38115639896586,511.8,571.0,196.6817225875348,736.0,652.0,153.21646685094166,792.15,748.5,146.18923388971965,1030.5485384615383,1009.627,225.54937921758037,933.2727272727273,859.0,287.8583300545916
3100103,Karower Chaussee,1543,1456,1306,17,44,43,506,5,679.2081218274112,596.0,261.7134020489163,477.38461538461536,450.0,165.2167961909132,720.4230769230769,725.5,128.97974199909783,810.5,784.0,132.32202782461826,934.2345000000001,898.952,100.71034897086463,976.0,994.0,132.33140216894856
3200204,Blankenfelde,399,364,329,8,14,21,58,2,850.4090909090909,823.0,292.46842355433296,618.3333333333334,606.0,42.85246006162694,886.0,864.5,190.8233621849158,962.0,962.0,,1036.289,877.603,392.4127403525527,776.0,661.5,503.32677869734505
3200205,Uhlandstraße,872,829,757,9,12,31,108,2,784.6718027734977,734.0,234.7991888735239,585.1111111111111,620.0,83.17217750612947,619.2,620.5,126.95476009630795,851.8,852.0,63.128440500300655,769.0415,769.0415,30.700455118776315,932.6111111111111,850.0,334.53464410218436
